ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
7978692,2.72E-03,4.59E-04,-3.635684,-0.510304,-0.2816647,SLC25A21,solute carrier family 25 member 21
7978704,2.57E-01,1.60E-01,-1.41561,-5.651607,-0.0419047,,
7978706,7.25E-01,6.33E-01,0.478795,-6.522742,0.0346336,FOXA1,forkhead box A1
7978710,2.71E-03,4.57E-04,-3.637157,-0.505666,-0.1483984,,
7978712,1.05E-01,4.98E-02,-1.988234,-4.714138,-0.1383093,CLEC14A,C-type lectin domain family 14 member A
7978718,2.71E-05,1.51E-06,5.148268,4.896155,0.6571387,SEC23A,"Sec23 homolog A, coat complex II component"
7978739,3.71E-01,2.59E-01,1.135894,-5.999882,0.0727058,TRAPPC6B,trafficking protein particle complex 6B
7978748,6.46E-01,5.41E-01,-0.61391,-6.449616,-0.0379191,FBXO33,F-box protein 33
7978754,6.32E-01,5.25E-01,0.638102,-6.434629,0.0278904,C11orf58,chromosome 11 open reading frame 58
7978756,4.55E-01,3.39E-01,-0.961229,-6.179695,-0.0410482,FSCB,fibrous sheath CABYR binding protein
7978760,3.95E-03,7.31E-04,3.496453,-0.942244,0.17597,KLHL28,kelch like family member 28
7978766,2.11E-01,1.24E-01,1.553892,-5.452454,0.1031722,FKBP3,FK506 binding protein 3
7978776,2.48E-02,7.61E-03,2.729705,-3.079711,0.288376,MIS18BP1,MIS18 binding protein 1
7978793,1.09E-02,2.67E-03,-3.088091,-2.133454,-0.0714151,,
7978795,5.93E-03,1.23E-03,-3.336177,-1.42353,-0.2099838,RPL10L,ribosomal protein L10 like
7978801,3.54E-02,1.21E-02,-2.560093,-3.493196,-0.1050458,MDGA2,MAM domain containing glycosylphosphatidylinositol anchor 2
7978822,4.91E-01,3.75E-01,-0.891555,-6.24324,-0.0232882,,
7978824,1.88E-01,1.06E-01,-1.634343,-5.328507,-0.1122216,RPS29,ribosomal protein S29
7978831,1.15E-01,5.62E-02,-1.934464,-4.814636,-0.1033533,LOC100288910,uncharacterized LOC100288910
7978833,3.37E-02,1.14E-02,-2.583652,-3.437123,-0.2364538,RPL36AL,ribosomal protein L36a like
7978838,1.25E-02,3.17E-03,-3.031678,-2.288746,-0.1514682,DNAAF2,dynein axonemal assembly factor 2
7978846,4.27E-03,8.09E-04,3.465867,-1.035424,0.2896098,POLE2,"DNA polymerase epsilon 2, accessory subunit"
7978866,1.55E-02,4.18E-03,2.938049,-2.541322,0.1966891,NEMF,nuclear export mediator factor
7978905,5.05E-01,3.89E-01,0.866314,-6.265102,0.0196689,,
7978909,2.33E-03,3.80E-04,-3.691658,-0.333124,-0.3012656,,
7978911,2.89E-01,1.87E-01,1.33083,-5.764931,0.0766987,LINC01588,long intergenic non-protein coding RNA 1588
7978917,8.21E-02,3.61E-02,-2.126987,-4.443212,-0.1065176,LINC01599,long intergenic non-protein coding RNA 1599
7978923,6.06E-01,4.96E-01,0.683097,-6.405229,0.04278,VCPKMT,valosin containing protein lysine methyltransferase
7978932,2.17E-01,1.28E-01,-1.535982,-5.479242,-0.1009276,SOS2,SOS Ras/Rho guanine nucleotide exchange factor 2
7978956,2.89E-01,1.87E-01,-1.330005,-5.766001,-0.07652,L2HGDH,L-2-hydroxyglutarate dehydrogenase
7978970,2.98E-01,1.94E-01,1.307047,-5.795515,0.0686882,CDKL1,cyclin dependent kinase like 1
7978997,1.43E-03,2.08E-04,3.86497,0.227935,0.3762524,MAP4K5,mitogen-activated protein kinase kinase kinase kinase 5
7979031,1.21E-01,5.99E-02,1.905372,-4.867954,0.1148804,,
7979033,5.18E-02,1.98E-02,-2.372275,-3.924212,-0.1921664,SAV1,salvador family WW domain containing protein 1
7979042,2.75E-01,1.75E-01,-1.367047,-5.717342,-0.0994718,,
7979044,7.17E-02,3.02E-02,2.201851,-4.290178,0.1938869,NIN,ninein
7979085,9.68E-03,2.30E-03,3.137528,-1.995471,0.5420327,PYGL,"phosphorylase, glycogen, liver"
7979108,1.11E-03,1.51E-04,-3.956455,0.531496,-0.3259911,TRIM9,tripartite motif containing 9
7979125,1.93E-03,3.01E-04,-3.758785,-0.118029,-0.1298742,,
7979127,8.99E-01,8.55E-01,0.183446,-6.619803,0.0118131,,
7979129,8.23E-01,7.52E-01,-0.317186,-6.586554,-0.012232,,
7979131,1.78E-04,1.57E-05,-4.563223,2.664728,-0.1919733,GNG2,G protein subunit gamma 2
7979133,4.26E-02,1.53E-02,2.471153,-3.700871,0.3740662,NID2,nidogen 2
7979158,1.76E-05,8.72E-07,-5.280392,5.420699,-0.3704971,TXNDC16,thioredoxin domain containing 16
7979179,1.17E-09,4.80E-12,7.95322,17.101749,1.219264,ERO1A,endoplasmic reticulum oxidoreductase 1 alpha
7979196,3.91E-01,2.77E-01,-1.09424,-6.045416,-0.1124276,GNPNAT1,glucosamine-phosphate N-acetyltransferase 1
7979204,4.53E-01,3.37E-01,0.96474,-6.17637,0.1112196,FERMT2,fermitin family member 2
7979223,3.70E-01,2.58E-01,1.138902,-5.996531,0.08605,DDHD1,DDHD domain containing 1
7979241,2.04E-06,5.82E-08,5.912206,8.018533,0.5145969,BMP4,bone morphogenetic protein 4
7979250,8.59E-05,6.33E-06,4.794571,3.52835,0.2467224,CNIH1,cornichon family AMPA receptor auxiliary protein 1
7979260,1.03E-01,4.87E-02,1.998184,-4.695265,0.1217002,GMFB,glia maturation factor beta
7979269,2.48E-01,1.53E-01,-1.440787,-5.616663,-0.1487789,GCH1,GTP cyclohydrolase 1
7979281,9.93E-06,4.27E-07,5.450436,6.105856,0.6572416,WDHD1,WD repeat and HMG-box DNA binding protein 1
7979307,6.75E-07,1.49E-08,6.219592,9.328997,1.1127349,DLGAP5,DLG associated protein 5
7979328,2.42E-02,7.38E-03,2.74081,-3.051851,0.1847811,ATG14,autophagy related 14
7979341,2.34E-01,1.41E-01,-1.483337,-5.556273,-0.0546147,TBPL2,TATA-box binding protein like 2
7979351,1.64E-01,8.85E-02,-1.721575,-5.187465,-0.0793449,KTN1-AS1,KTN1 antisense RNA 1
7979355,5.69E-02,2.24E-02,-2.322937,-4.032649,-0.1339276,,
7979357,3.50E-01,2.40E-01,-1.183531,-5.945785,-0.0653244,OTX2,orthodenticle homeobox 2
7979365,9.88E-01,9.81E-01,-0.023367,-6.636253,-0.000896,,
7979367,6.97E-02,2.92E-02,2.216399,-4.259887,0.2035551,EXOC5,exocyst complex component 5
7979378,1.95E-02,5.61E-03,-2.837441,-2.805431,-0.6927564,C14orf105,chromosome 14 open reading frame 105
7979387,2.70E-02,8.53E-03,-2.68889,-3.181275,-0.1691598,SLC35F4,solute carrier family 35 member F4
7979398,1.01E-02,2.42E-03,-3.120816,-2.042312,-0.2286162,,
7979400,5.54E-03,1.13E-03,3.362173,-1.346651,0.3716887,C14orf37,chromosome 14 open reading frame 37
7979412,6.46E-02,2.64E-02,-2.256511,-4.175447,-0.161952,,
7979414,5.16E-01,4.01E-01,-0.844465,-6.283527,-0.0331389,,
7979416,2.28E-02,6.82E-03,-2.768915,-2.980921,-0.2069993,TIMM9,translocase of inner mitochondrial membrane 9
7979426,9.95E-01,9.93E-01,-0.009173,-6.636483,-0.0005258,GPR135,G protein-coupled receptor 135
7979437,1.28E-01,6.41E-02,-1.874161,-4.924327,-0.0872073,L3HYPDH,trans-L-3-hydroxyproline dehydratase
7979444,2.31E-02,6.93E-03,-2.763046,-2.995783,-0.0743407,CCDC175,coiled-coil domain containing 175
7979455,2.09E-03,3.33E-04,-3.73021,-0.209936,-0.387642,RTN1,reticulon 1
7979473,1.39E-01,7.18E-02,1.821649,-5.017226,0.1407402,DHRS7,dehydrogenase/reductase 7
7979483,3.77E-02,1.31E-02,-2.529661,-3.564972,-0.0876642,C14orf39,chromosome 14 open reading frame 39
7979505,6.51E-01,5.47E-01,0.603967,-6.455609,0.0464513,SIX1,SIX homeobox 1
7979510,6.05E-02,2.42E-02,2.291447,-4.100805,0.2047144,SIX4,SIX homeobox 4
7979516,7.55E-01,6.68E-01,0.430746,-6.544411,0.0260009,TRMT5,tRNA methyltransferase 5
7979524,7.90E-01,7.10E-01,-0.37341,-6.567283,-0.0392873,TMEM30B,transmembrane protein 30B
7979529,6.69E-02,2.76E-02,-2.238649,-4.213217,-0.0860949,KCNH5,potassium voltage-gated channel subfamily H member 5
7979548,9.61E-02,4.44E-02,-2.038851,-4.617231,-0.1017642,GPHB5,glycoprotein hormone beta 5
7979551,3.76E-02,1.31E-02,2.531396,-3.560899,0.1155429,PPP2R5E,protein phosphatase 2 regulatory subunit B'epsilon
7979565,3.66E-01,2.54E-01,-1.147515,-5.986884,-0.089816,WDR89,WD repeat domain 89
7979572,9.76E-01,9.64E-01,-0.04468,-6.635533,-0.0020393,,
7979574,7.17E-02,3.02E-02,-2.202138,-4.289583,-0.1299513,SGPP1,sphingosine-1-phosphate phosphatase 1
7979583,4.44E-02,1.62E-02,-2.44972,-3.749961,-0.10236,ESR2,estrogen receptor 2
7979611,5.48E-01,4.34E-01,0.78532,-6.331079,0.047804,ZBTB25,zinc finger and BTB domain containing 25
7979615,7.16E-08,8.90E-10,-6.840337,12.049444,-0.4329762,SPTB,"spectrin beta, erythrocytic"
7979658,1.44E-05,6.73E-07,5.342481,5.669587,1.1878256,GPX2,glutathione peroxidase 2
7979663,4.99E-02,1.89E-02,2.390208,-3.884299,0.184342,RAB15,"RAB15, member RAS oncogene family"
7979671,9.16E-03,2.14E-03,3.160689,-1.930222,0.1357127,MAX,MYC associated factor X
7979689,2.27E-01,1.36E-01,-1.504455,-5.525679,-0.0426073,,
7979691,4.03E-02,1.43E-02,-2.4986,-3.637461,-0.1034809,LOC100128233,uncharacterized LOC100128233
7979694,6.49E-02,2.66E-02,2.254535,-4.179638,0.1117589,,
7979696,2.49E-02,7.64E-03,-2.728198,-3.083483,-0.154372,,
7979698,1.27E-04,1.03E-05,4.672155,3.068155,0.3850929,ATP6V1D,ATPase H+ transporting V1 subunit D
7979710,1.15E-11,1.11E-14,9.216774,22.971816,1.2965764,PLEK2,pleckstrin 2
7979721,1.28E-01,6.41E-02,-1.874177,-4.924298,-0.1203749,TMEM229B,transmembrane protein 229B
7979725,1.90E-01,1.07E-01,-1.626251,-5.341242,-0.0935036,PIGH,phosphatidylinositol glycan anchor biosynthesis class H
7979730,4.92E-01,3.76E-01,-0.888845,-6.245617,-0.0189044,,
7979732,7.47E-01,6.59E-01,-0.443044,-6.539082,-0.0234684,VTI1B,vesicle transport through interaction with t-SNAREs 1B
7979741,7.06E-01,6.10E-01,-0.512259,-6.506305,-0.0293327,,
7979743,4.99E-01,3.83E-01,0.876086,-6.256711,0.0436218,RDH11,retinol dehydrogenase 11 (all-trans/9-cis/11-cis)
7979755,6.43E-01,5.37E-01,0.61917,-6.446406,0.0339951,,
7979757,3.83E-03,7.04E-04,3.507967,-0.907006,0.2154051,ZFYVE26,zinc finger FYVE-type containing 26
7979800,5.55E-01,4.41E-01,0.773574,-6.340118,0.0181469,,
7979802,4.14E-01,2.99E-01,-1.045296,-6.096799,-0.037094,,
7979804,6.80E-01,5.80E-01,-0.555804,-6.483265,-0.0327784,,
7979806,6.40E-01,5.33E-01,-0.625235,-6.442671,-0.0244618,,
7979808,1.30E-03,1.86E-04,-3.896642,0.33246,-0.1667478,,
7979811,8.82E-01,8.30E-01,0.215627,-6.613424,0.0172569,,
7979813,3.23E-01,2.17E-01,1.244496,-5.873415,0.0952438,ZFP36L1,ZFP36 ring finger protein like 1
7979820,5.40E-01,4.26E-01,-0.800007,-6.319588,-0.0349896,,
7979824,6.47E-07,1.41E-08,6.232341,9.383924,0.9120536,ACTN1,actinin alpha 1
7979849,4.80E-02,1.79E-02,2.410594,-3.838609,0.0966891,DCAF5,DDB1 and CUL4 associated factor 5
7979862,7.72E-01,6.88E-01,-0.402362,-6.55614,-0.0374451,,
7979864,9.87E-03,2.35E-03,3.129605,-2.017701,0.2010829,ERH,enhancer of rudimentary homolog (Drosophila)
7979870,5.55E-02,2.17E-02,-2.336067,-4.003989,-0.1271138,CCDC177,coiled-coil domain containing 177
7979876,3.32E-03,5.85E-04,-3.563816,-0.734841,-0.2344327,CCDC177,coiled-coil domain containing 177
7979878,1.25E-01,6.20E-02,-1.889641,-4.896473,-0.0726871,SLC10A1,solute carrier family 10 member 1
7979886,2.41E-03,3.95E-04,-3.679796,-0.37084,-0.3142927,,
7979888,1.36E-01,6.93E-02,-1.837875,-4.988782,-0.0684789,SLC8A3,solute carrier family 8 member A3
7979902,5.71E-01,4.58E-01,-0.745208,-6.361391,-0.0346447,,
7979904,4.14E-01,2.99E-01,-1.043935,-6.098195,-0.0569856,ADAM21P1///ADAM21,ADAM metallopeptidase domain 21 pseudogene 1///ADAM metallopeptidase domain 21
7979906,1.22E-01,6.06E-02,-1.899689,-4.878282,-0.1762956,SYNJ2BP-COX16///COX16,"SYNJ2BP-COX16 readthrough///COX16, cytochrome c oxidase assembly homolog"
7979916,3.14E-01,2.09E-01,1.266003,-5.847045,0.0666044,SYNJ2BP-COX16///SYNJ2BP,SYNJ2BP-COX16 readthrough///synaptojanin 2 binding protein
7979925,2.70E-01,1.71E-01,1.381344,-5.698217,0.1325938,ADAM20P1,ADAM metallopeptidase domain 20 pseudogene 1
7979927,3.70E-01,2.58E-01,1.137868,-5.997684,0.0770649,ADAM20,ADAM metallopeptidase domain 20
7979931,1.05E-01,4.95E-02,1.990634,-4.709593,0.1139476,MED6,mediator complex subunit 6
7979943,2.44E-01,1.50E-01,1.452328,-5.60045,0.0926004,MAP3K9,mitogen-activated protein kinase kinase kinase 9
7979957,3.95E-01,2.81E-01,1.084032,-6.056321,0.0531736,,
7979959,1.90E-01,1.08E-01,1.625448,-5.342501,0.0845053,,
7979961,2.90E-02,9.35E-03,-2.655679,-3.262959,-0.0735031,,
7979963,1.54E-02,4.14E-03,-2.942066,-2.530618,-0.1356969,DPF3,double PHD fingers 3
7979980,5.30E-03,1.07E-03,-3.380041,-1.293542,-0.1416751,,
7979982,4.61E-01,3.46E-01,-0.947334,-6.192742,-0.0511236,,
7979984,3.13E-03,5.43E-04,3.585636,-0.667024,0.2164718,ZFYVE1,zinc finger FYVE-type containing 1
7979999,3.26E-01,2.19E-01,-1.237453,-5.881955,-0.0633382,,
7980001,2.69E-01,1.70E-01,-1.382965,-5.696037,-0.0515153,,
7980003,2.53E-02,7.82E-03,-2.720141,-3.103626,-0.1820509,,
7980005,5.18E-03,1.04E-03,3.388722,-1.26766,0.1606213,NUMB,"NUMB, endocytic adaptor protein"
7980024,9.88E-02,4.59E-02,-2.023743,-4.646388,-0.0788813,HEATR4,HEAT repeat containing 4
7980044,3.07E-04,3.11E-05,4.385352,2.018813,0.4094449,PNMA1,paraneoplastic Ma antigen 1
7980051,7.89E-01,7.09E-01,0.374728,-6.566794,0.0214391,ELMSAN1,ELM2 and Myb/SANT domain containing 1
7980065,2.20E-02,6.55E-03,-2.783001,-2.945142,-0.1024324,,
7980069,2.49E-01,1.54E-01,1.439224,-5.618851,0.0595149,FAM161B,family with sequence similarity 161 member B
7980080,2.36E-03,3.86E-04,3.686741,-0.34877,0.3150822,ENTPD5,ectonucleoside triphosphate diphosphohydrolase 5
7980096,2.22E-03,3.57E-04,-3.709392,-0.276574,-0.2019216,ALDH6A1,aldehyde dehydrogenase 6 family member A1
7980098,9.32E-05,7.02E-06,-4.768679,3.430426,-0.485582,ALDH6A1,aldehyde dehydrogenase 6 family member A1
7980113,2.65E-01,1.67E-01,-1.394071,-5.681033,-0.1109993,,
7980115,2.20E-01,1.30E-01,1.528412,-5.490476,0.0825716,ABCD4///ABCD4,ATP binding cassette subfamily D member 4///ATP binding cassette subfamily D member 4
7980140,3.50E-01,2.40E-01,-1.183472,-5.945853,-0.066542,,
7980142,3.74E-01,2.62E-01,-1.12986,-6.006581,-0.0653171,SYNDIG1L,synapse differentiation inducing 1 like
7980146,2.27E-01,1.36E-01,1.506095,-5.523287,0.1189182,NPC2,NPC intracellular cholesterol transporter 2
7980152,2.44E-03,4.01E-04,3.675311,-0.385076,0.5462909,LTBP2,latent transforming growth factor beta binding protein 2
7980189,9.96E-01,9.93E-01,0.008931,-6.636485,0.0003898,AREL1,apoptosis resistant E3 ubiquitin protein ligase 1
7980213,8.78E-01,8.25E-01,-0.222151,-6.612005,-0.0077093,PROX2,prospero homeobox 2
7980219,1.12E-01,5.43E-02,-1.94939,-4.786991,-0.1006256,RPS6KL1,ribosomal protein S6 kinase like 1
7980233,1.89E-01,1.07E-01,1.628601,-5.33755,0.0991507,PGF,placental growth factor
7980246,5.44E-02,2.11E-02,2.346018,-3.982172,0.1660107,MLH3,mutL homolog 3
7980265,6.56E-01,5.52E-01,-0.59641,-6.460099,-0.0315942,ACYP1,acylphosphatase 1
7980271,2.09E-01,1.22E-01,1.56277,-5.439067,0.1193502,NEK9,NIMA related kinase 9
7980296,7.98E-02,3.48E-02,-2.142523,-4.411845,-0.1839158,TMED10,transmembrane p24 trafficking protein 10
7980304,7.85E-01,7.04E-01,0.381383,-6.564297,0.0179042,,
7980306,6.61E-01,5.58E-01,-0.587539,-6.465299,-0.0259687,,
7980309,1.26E-02,3.19E-03,3.029044,-2.295939,0.2249911,C14orf1,chromosome 14 open reading frame 1
7980316,2.64E-02,8.25E-03,2.700968,-3.151356,0.3861373,TGFB3,transforming growth factor beta 3
7980327,1.48E-06,3.96E-08,-5.999769,8.389035,-0.4813391,ANGEL1,angel homolog 1
7980338,1.97E-01,1.13E-01,-1.599486,-5.382935,-0.1103213,IRF2BPL,interferon regulatory factor 2 binding protein like
7980344,6.17E-02,2.49E-02,-2.281133,-4.122947,-0.1018204,ZDHHC22,zinc finger DHHC-type containing 22
7980350,1.97E-02,5.70E-03,-2.831835,-2.819923,-0.088258,,
7980352,5.10E-02,1.94E-02,-2.380147,-3.906724,-0.1344982,NGB,neuroglobin
7980358,4.51E-01,3.36E-01,0.967318,-6.17392,0.0529604,POMT2,protein O-mannosyltransferase 2
7980381,6.20E-01,5.12E-01,-0.65854,-6.42152,-0.0387649,TMED8,transmembrane p24 trafficking protein family member 8
7980390,3.20E-02,1.06E-02,-2.609803,-3.374364,-0.1366398,NOXRED1,NADP dependent oxidoreductase domain containing 1
7980401,8.89E-01,8.40E-01,-0.203,-6.61605,-0.0076151,,
7980403,5.57E-03,1.14E-03,3.359926,-1.353315,0.1871996,VIPAS39,"VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog"
7980425,1.18E-01,5.77E-02,-1.922304,-4.837012,-0.1154273,ISM2,isthmin 2
7980438,2.76E-07,4.97E-09,6.463949,10.389092,0.7082598,SPTLC2,serine palmitoyltransferase long chain base subunit 2
7980452,9.18E-01,8.80E-01,-0.15172,-6.625086,-0.0098853,,
7980454,3.97E-02,1.40E-02,-2.505338,-3.621803,-0.1204569,ALKBH1,"alkB homolog 1, histone H2A dioxygenase"
7980463,4.67E-02,1.73E-02,2.424011,-3.80835,0.1192873,SNW1,SNW domain containing 1
7980477,3.45E-02,1.17E-02,-2.573378,-3.46163,-0.1992144,,
7980481,1.95E-01,1.11E-01,-1.607192,-5.370998,-0.0558016,LOC100131497,uncharacterized LOC100131497
7980485,1.10E-06,2.75E-08,6.08225,8.740112,0.7215376,DIO2,"deiodinase, iodothyronine, type II"
7980496,2.53E-01,1.56E-01,1.428884,-5.633257,0.1447409,CEP128,centrosomal protein 128
7980523,1.47E-02,3.89E-03,2.962407,-2.476237,0.1448522,GTF2A1,general transcription factor IIA subunit 1
7980535,2.40E-04,2.29E-05,4.464977,2.305953,0.3329844,DYNLL1,dynein light chain LC8-type 1
7980537,8.37E-01,7.69E-01,-0.294272,-6.593509,-0.0221791,STON2,stonin 2
7980547,7.26E-04,8.92E-05,-4.10155,1.023064,-0.8374829,SEL1L,SEL1L ERAD E3 ligase adaptor subunit
7980574,7.67E-03,1.70E-03,-3.233498,-1.722619,-0.1019676,,
7980576,3.52E-01,2.42E-01,-1.178041,-5.95213,-0.0320618,,
7980578,2.46E-02,7.55E-03,-2.732501,-3.072704,-0.0640418,,
7980580,5.24E-03,1.05E-03,3.384592,-1.27998,0.2511776,GALC,galactosylceramidase
7980603,7.76E-01,6.93E-01,-0.395731,-6.558765,-0.0119427,,
7980605,8.66E-02,3.88E-02,-2.096633,-4.503897,-0.1198469,KCNK10,potassium two pore domain channel subfamily K member 10
7980616,2.90E-01,1.87E-01,-1.328722,-5.767663,-0.0762904,PTPN21,"protein tyrosine phosphatase, non-receptor type 21"
7980636,2.96E-07,5.44E-09,-6.444124,10.302528,-0.7114689,EML5,echinoderm microtubule associated protein like 5
7980680,2.69E-02,8.47E-03,-2.691413,-3.175035,-0.1455936,FOXN3,forkhead box N3
7980688,2.06E-01,1.20E-01,-1.571456,-5.4259,-0.0504511,,
7980690,1.54E-02,4.13E-03,2.942447,-2.529602,0.1388942,EFCAB11,EF-hand calcium binding domain 11
7980700,4.51E-02,1.66E-02,-2.441557,-3.768559,-0.7552844,,
7980702,5.93E-01,4.82E-01,-0.70531,-6.389984,-0.0289158,NRDE2,"NRDE-2, necessary for RNA interference, domain containing"
7980718,3.03E-02,9.89E-03,-2.635006,-3.313366,-0.13196,,
7980720,5.90E-03,1.22E-03,-3.338779,-1.415857,-0.2313951,TTC7B,tetratricopeptide repeat domain 7B
7980742,8.48E-03,1.93E-03,-3.193353,-1.837549,-0.2666918,LOC283588,uncharacterized LOC283588
7980744,5.91E-02,2.36E-02,-2.302941,-4.076023,-0.235242,RPS6KA5,ribosomal protein S6 kinase A5
7980765,4.85E-03,9.52E-04,3.41578,-1.186663,0.1834689,GPR68,G protein-coupled receptor 68
7980773,6.92E-01,5.94E-01,0.534363,-6.494843,0.0346224,CCDC88C,coiled-coil domain containing 88C
7980828,9.59E-01,9.39E-01,0.077146,-6.633567,0.0120744,CCDC88C,coiled-coil domain containing 88C
7980833,3.55E-01,2.44E-01,-1.172184,-5.958867,-0.062242,PPP4R3A,protein phosphatase 4 regulatory subunit 3A
7980859,7.10E-03,1.54E-03,-3.264855,-1.63206,-0.209524,,
7980861,5.06E-02,1.92E-02,-2.383888,-3.898397,-0.7025062,CATSPERB,cation channel sperm associated auxiliary subunit beta
7980889,5.78E-02,2.28E-02,-2.315508,-4.048802,-0.1353611,,
7980891,4.49E-03,8.62E-04,-3.446259,-1.09483,-0.7029389,TC2N,"tandem C2 domains, nuclear"
7980906,3.11E-04,3.15E-05,-4.381406,2.004668,-1.4430053,,
7980908,9.50E-05,7.20E-06,-4.762241,3.406128,-0.7649389,FBLN5,fibulin 5
7980923,2.71E-03,4.56E-04,-3.637383,-0.504954,-0.3407253,TRIP11,thyroid hormone receptor interactor 11
7980940,6.02E-01,4.92E-01,0.689433,-6.40093,0.0429564,ATXN3///ATXN8///ATXN3,ataxin 3///ataxin 8///ataxin 3
7980955,1.17E-01,5.70E-02,-1.927631,-4.827226,-0.1048604,NDUFB1,NADH:ubiquinone oxidoreductase subunit B1
7980958,1.65E-01,8.91E-02,1.718371,-5.192768,0.1919953,LGMN,legumain
7980970,6.05E-01,4.95E-01,0.685163,-6.403831,0.0418856,ITPK1,inositol-tetrakisphosphate 1-kinase
7980983,5.66E-02,2.22E-02,-2.326123,-4.025709,-0.1121744,MOAP1,modulator of apoptosis 1
7980990,2.30E-01,1.38E-01,-1.496324,-5.537508,-0.0807356,GON7,"GON7, KEOPS complex subunit homolog"
7980998,6.94E-01,5.96E-01,0.531348,-6.496435,0.0229791,BTBD7,BTB domain containing 7
7981011,4.38E-01,3.23E-01,-0.993101,-6.149067,-0.081708,,
7981013,2.17E-02,6.41E-03,-2.79081,-2.925242,-0.1634522,PRIMA1,proline rich membrane anchor 1
7981020,9.57E-01,9.36E-01,0.080781,-6.633282,0.0057522,ASB2,ankyrin repeat and SOCS box containing 2
7981032,2.33E-01,1.40E-01,1.487431,-5.550374,0.0983753,DDX24,DEAD-box helicase 24
7981046,5.71E-04,6.66E-05,4.181483,1.299023,0.2447082,IFI27L2,interferon alpha inducible protein 27 like 2
7981051,9.23E-03,2.16E-03,-3.15758,-1.939002,-0.184396,SERPINA10,serpin family A member 10
7981059,3.31E-05,1.96E-06,-5.08537,4.64896,-0.7457718,SERPINA6,serpin family A member 6
7981065,4.96E-01,3.80E-01,0.881972,-6.251613,0.0395233,SERPINA2,serpin family A member 2 (gene/pseudogene)
7981068,1.57E-03,2.34E-04,3.832029,0.119871,0.5871058,SERPINA1,serpin family A member 1
7981078,7.56E-01,6.70E-01,0.428086,-6.545543,0.0201391,SERPINA11,serpin family A member 11
7981084,1.06E-01,5.04E-02,-1.983138,-4.72377,-0.0938753,SERPINA9,serpin family A member 9
7981098,2.58E-02,8.02E-03,-2.710806,-3.126899,-0.0822698,SERPINA12,serpin family A member 12
7981106,6.59E-02,2.71E-02,-2.246721,-4.196183,-0.1331002,GSC,goosecoid homeobox
7981111,2.97E-01,1.93E-01,-1.310543,-5.791053,-0.073738,DICER1,"dicer 1, ribonuclease III"
7981142,1.15E-01,5.57E-02,-1.937963,-4.808174,-0.2202464,CLMN,calmin
7981157,4.62E-02,1.71E-02,-2.429837,-3.795165,-0.2707544,LINC00341,long intergenic non-protein coding RNA 341
7981161,9.51E-01,9.27E-01,-0.091954,-6.632323,-0.0072549,SYNE3,spectrin repeat containing nuclear envelope family member 3
7981181,7.92E-01,7.13E-01,0.369381,-6.568768,0.0248531,SCARNA13///SNHG10,small Cajal body-specific RNA 13///small nucleolar RNA host gene 10
7981183,1.25E-01,6.23E-02,-1.887012,-4.90122,-0.1810176,TCL1A,T-cell leukemia/lymphoma 1A
7981190,4.35E-03,8.28E-04,-3.458726,-1.057088,-0.1190253,LOC100130815,uncharacterized LOC100130815
7981192,1.42E-06,3.75E-08,-6.012235,8.441967,-0.4502609,ATG2B,autophagy related 2B
7981215,7.24E-01,6.31E-01,0.481735,-6.521342,0.0649916,,
